Road ID,Shapefile ID,Road Name,PCI,Road Quality,Running PCI,Surface Material,Material Thickness,Length,Width,Lifespan,Remaining Surface Life,Asset Value,Road Surface,Area,Road Owner,Road Category,Traffic Volume,Year Resurfaced,Road From,Road To
01KP4C8DY5HKE2W86KEZQCCSJ7,{64AA7D14-E336-463C-9929-3B4B6D91F44B},FUJI ST,98,A,'-1,asphalt,2,232.6784310814374,50,20,13 Years and 4 Months,22163.54388761438,paved,,City,Local,,,,HONEYCRISP ST
01KP4C8AS3S3JB69A0BD6N7A6Q,{CCBD2E11-4B12-46F3-9DA1-9FA02F697E43},MUTE SWANN ST,93,A,'-2,asphalt,2,160.42263762213966,50,20,10 Years and 7 Months,14157.297770153824,paved,,City,Local,,,TUNDRA SWANN LN,
01KP4C838F5WA4N6JT6DAS4C0T,{9FC9760F-1BE7-4863-8794-2479340CC006},CEDARCREST CIR,91,A,'-3,asphalt,2,190.6053221914335,40,20,9 Years and 11 Months,13029.537786502022,paved,,City,Cul-de-sac,,,OLD STONEHOUSE WAY,
01KP4C85JD94BG22NNBN8D1WT4,{0402F8B8-968E-49F2-A9AA-699ECA09639F},ORCHARD CIR,90,A,'-3,asphalt,2,212.67831844595133,60,20,9 Years and 7 Months,21450.12754612023,paved,,City,Cul-de-sac,,,,
01KP4C8DTTQT4W3YE6NWZP864P,{BDA93CC2-A796-45EC-A006-015350199203},HEMLOCK DR,87,A,12,asphalt,2,65.37402591846231,50,30,13 Years and 1 Months,5219.80466470389,paved,,City,Local,,,,
01KP4C7ZEXSNYT1NP890Y0J4EH,{8029884D-A3EC-4F75-9847-12DCCD7251A8},SPRINGWOOD DR,86,A,'-2.75,asphalt,2,1100.536832664009,50,20,8 Years and 6 Months,86331.0004289767,paved,,City,Local,,,ALEXANDER DR,OLD CREEK TRL
01KP4C7QV7AV9VAJP85XPY8HC7,{6EBD6B6C-6AC6-49CE-BA20-17799C4810F7},COUNTRY SQUIRE RD,86,A,0.2,asphalt,2,1117.3994728741877,60,20,8 Years and 6 Months,105184.53704655686,paved,,City,Local,,,OLD COUNTRY RD,HONEYSUCKLE DR
01KP4C7QV5SB6Y0VE1XQK3NVCP,{A9172A49-5B1D-4DE9-8088-7696B9D5A3D3},COUNTRY SQUIRE RD,85,A,'-0.37,asphalt,2,1227.531677187152,60,20,8 Years and 3 Months,113488.22625042168,paved,,City,Local,,,HONEYSUCKLE DR,ROCKY HILLS DR
01KP4C7VZDKR73Y8G2CKT4R5VF,{E2AFFFCD-06B4-48D5-93DA-21924FA8222B},ENTERPRISE DR,85,A,'-4,asphalt,2,185.0300148290597,80,20,8 Years and 3 Months,22808.620558134568,paved,,City,Local Commercial,,,TECHNOLOGY PKWY,
01KP4C7RDH7G0XPHE2E4HG3JEF,{A4770943-7D4F-44A4-B971-6BB978BEFF57},WHOOPER LN,85,A,4.25,asphalt,2,454.67918118169945,50,20,8 Years and 3 Months,35030.14405810593,paved,,City,Local,,,TRUMPETER ST,CYGNUS ST
01KP4C7ZEWY3DX2V5X0RTAKHRA,{9B5DF174-AAC2-4BF6-80E3-DF3864BEE3DF},SPRINGWOOD DR,85,A,'-3.69,asphalt,2,933.9774834454653,50,20,8 Years and 3 Months,71957.0350837052,paved,,City,Local,,,ROCKDELL LN,ALEXANDER DR
01KP4C8AS4N7W98HVB8PDSAQ9D,{9563E78D-A8EC-4FDE-A190-DF18E6807DAF},MUTE SWANN ST,85,A,'-6.12,asphalt,2,281.1198933078521,50,20,8 Years and 3 Months,21658.50289115852,paved,,City,Local,,,COSCOROBA RD,TUNDRA SWANN LN
01KP4C8DVYME4S5TJM57YE1P5R,{C1845F3A-733B-457C-8DA0-6EC80773120E},OLD FOREST WAY,85,A,'-4,asphalt,2,2756.8176800357296,50,20,8 Years and 3 Months,212395.29864243526,paved,,City,Local,,,SAGE MEADOW CIR,PINE NEEDLE PL
01KP4C7Z2DCWQCH2QKFFXSR5WP,{A25039A8-6E3F-4233-A295-618E2F7F948B},GENELDA AV,85,A,'-10,asphalt,2,43.48124484448538,24,20,8 Years and 3 Months,1607.9778450584452,paved,,City,Local,,,ANN ST,
01KP4C8DTH5KVSB2B2345JVN0H,{7CE1DB97-4B99-4A4B-A467-165E27378EA6},E UNIVERSITY DR,85,A,0.56,asphalt,2,483.63806568174704,80,28,11 Years and 7 Months,59617.98758864201,paved,,City,Arterial,,,WRIGHTS MILL RD,
01KP4C8AM1F7ZEV3EMNMXW2VEY,{D520CB65-C6DF-47AD-9BE2-74BA9BA54CDD},PAUL PARKS LN,85,A,0.95,asphalt,2,1232.4363534643965,100,20,8 Years and 3 Months,189902.79208342268,paved,,City,Local Commercial,,,INNOVATION DR,
01KP4C82WYZPMPZEXG5MRD4XBZ,{09FFB692-3AB0-4146-8CEB-FDFEC569277B},SANDHILL RD,85,A,'-0.54,asphalt,2,1582.0594262363331,80,8,3 Years and 4 Months,195020.2143516089,paved,,City,Arterial,,,GOLF CLUB DR,STANFIELD DR
01KP4C8AQEM3102SEQMM4K6VAE,{B7215EC1-798C-4C18-958B-ABBBDDAFD717},SHROPSHIRE DR,84,B,'-1.67,asphalt,2,723.283550170966,50,20,8 Years,54711.23425936093,paved,,City,Local,,,RUTLAND RD,MIMMS TRL
01KP4C7W50JEZFBG5D2TM4B7D1,{925FD8B8-6FD3-4133-A6A3-E5F8206E9CEA},SOUTHVIEW DR,84,B,'-1.86,asphalt,2,2186.3765710164575,40,20,8 Years,132307.01649751017,paved,,City,Collector,,,ECHOLS DR,THREAT CT
01KP4C7YRYS0XN7NSQH7XZ0BR1,{1CC5351D-93B0-4C2D-A71E-5295501C7C61},SPRINGWOOD DR,84,B,'-2.16,asphalt,2,1886.8401599029435,50,20,8 Years,142725.9806669441,paved,,City,Local,,,,ROCKDELL LN
01KP4C85J38T2Q7NS2QR4FZ0HR,{96348ADB-E3E9-46A4-8660-F77C623B8772},GARDNER DR,84,B,'-7,asphalt,2,82.04822741820031,50,20,8 Years,6206.36234541958,paved,,City,Local,,,,
01KP4C8AR0A0WBZA0VCPPK72JE,{C46452BB-1DB1-4349-B95F-97F60D7B6E86},CINDY LN,84,B,'-4,asphalt,2,169.0837636397091,50,20,8 Years,12789.978978175137,paved,,City,Local,,,CRESCENT BLVD,
01KP4C8E5VPKNJN5YJKEEGFGVB,{BC8EB9BE-1747-48E0-9BD7-D7739D8B519C},ROSEGREEN LN,84,B,'-3.25,asphalt,2,755.9819005198879,50,20,8 Years,57184.630903611505,paved,,City,Local,,,FOSTER ST,SLAUGHTER AV
01KP4C8AAWWDR5MS8C5SVC1R0P,{1B8E71F6-1EB7-4551-A29A-5B3621483146},SAMFORD VILLAGE CT,84,B,'-4,asphalt,2,826.01297486289,24,20,8 Years,29991.351098736017,paved,,City,Local Commercial,,,E SAMFORD AV,
01KP4C7Z2BMXSATM0Y8BYGP7FX,{0B03D3E8-6796-4A3A-87B2-36963A54A596},ANN ST,84,B,5.75,asphalt,2,531.8505027649368,30,20,8 Years,24138.414961202914,paved,,City,Local,,,W MAGNOLIA AV,GENELDA AV
01KP4C833JM4GS6K1AQKXB0T3Y,{8DC1D7D4-CB98-4E45-8D3F-E71D20830F47},MEADOWBROOK DR,84,B,'-0.5,asphalt,2,44.77825888827692,50,20,8 Years,3387.1554401918042,paved,,City,Local,,,,
01KP4C7R5XJ0NQ3MS2PGNYGKFT,{9A1C91DE-BB48-4E40-B00D-11DF13AB3421},YARBROUGH FARMS BLVD,84,B,4.13,asphalt,2,28.32918251969541,50,6,2 Years and 5 Months,2142.9003063112455,paved,,City,Residential Collector,,,,CLUB VIEW CT
01KP4C8AFKNGKHPNWVDGTSZ4BD,{49EB04D3-83B5-4781-AFEA-BF59734FA752},WEST RICHLAND CIR,84,B,'-3.75,asphalt,2,347.8885761691817,50,20,8 Years,26315.28586879739,paved,,City,Local,,,DUNKIRK CIR,GALLIPOLI CT
01KP4C8AKYJASBZCK1HHT6SV5X,{1B18656C-C11C-4193-9497-66DF2A1F4E10},INNOVATION DR,84,B,1.58,asphalt,2,681.6493287108144,100,20,8 Years,103123.80558639321,paved,,City,Local Commercial,,,,PAUL PARKS LN
01KP4C8DYCMW5BRPZV9E0ZGM17,{30BF1E9F-89A1-420A-8E65-F12648A0E864},BLAKENEY LN,84,B,'-7.5,asphalt,2,187.12438761380315,50,20,8 Years,14154.623320215538,paved,,City,Local,,,KENNESAW LN,
01KP4C8E5WKYZDPEFBCETC9TCB,{F6AEA57A-BB7E-4A2D-8260-6BDFE53C877E},SLAUGHTER AV,84,B,2.5,asphalt,2,289.4163966019429,50,20,8 Years,21892.283142961252,paved,,City,Local,,,,ROSEGREEN LN
01KP4C8DTTQ05YXXAZB9XRBN2F,{27E013A1-ACBE-4828-9CD1-1E110E043220},HEMLOCK DR,84,B,11.5,asphalt,2,244.85271924689476,50,14,5 Years and 7 Months,18521.359263032966,paved,,City,Local,,,,
01KP4C8DRV5P84GKD03E4KQTXY,{455F8731-AFA3-44B4-9775-D93E9B8A4F52},,84,B,'-13.75,concrete,2,154.4831012187965,24,6,2 Years and 5 Months,3283.869351622417,paved,,City,Driveway,,,,
01KP4C8AS3QRD326WZGWRARJMG,{6C689C55-CCDF-40C3-9031-0D538929ABF9},TUNDRA SWANN LN,84,B,'-9.75,asphalt,2,388.35762737742755,50,20,8 Years,29376.4805280497,paved,,City,Local,,,MUTE SWANN ST,CYGNET LN
01KP4C8AR1ZMD01T5DQS3N3WEX,{F262D6D8-118E-4915-B3DC-C573F96A866F},RUTLAND RD,84,B,'-8.37,asphalt,2,352.3447384355339,50,30,12 Years,26652.36271451645,paved,,City,Local,,,CHRISTINA LN,FAUNSDALE RD
01KP4C7ZEPXBAJWRERHDENW17T,{081F1844-A16D-468A-B861-40984E6AEEA0},WATERCREST DR,84,B,'-1.62,asphalt,2,535.8159539322763,60,28,11 Years and 3 Months,48636.779589795486,paved,,City,Residential Collector,,,POTOMAC DR,MERIMONT BLVD
01KP4C7YW2A2Q12EKHJFRVXVXW,{B50DC574-5457-4F1D-BC55-C66578D4A4ED},E UNIVERSITY DR,84,B,1.75,asphalt,2,181.05447845695818,80,20,8 Years,21912.764878390706,paved,,City,Arterial,,,ARNELL LN,TERRACE ACRES DR
01KP4C7W1C4XTEQTNB4RRWMFWP,{FB8FC052-EF7F-4A9F-9CEE-1EEEC2223A15},LONGWOOD DR,84,B,'-0.19,asphalt,2,980.1606992103868,60,20,8 Years,88970.5868968971,paved,,City,Residential Collector,,,OGLETREE RD,DAWN DR
01KP4C8AQEFDGTWF6TBTJAS7BX,{2EB58E44-3E31-43A7-90A6-93D48621D105},RUTLAND RD,83,B,'-7.87,asphalt,2,352.1424349036924,50,30,11 Years and 8 Months,26143.781010369763,paved,,City,Local,,,FAUNSDALE RD,SHROPSHIRE DR
01KP4C7YZ7FFE4G4DP4ZMSN7D0,{A5C43F1C-AEDE-4E5D-A5B2-8667CFE5C96D},WEBSTER RD,83,B,'-7,asphalt,2,280.53232080262035,80,10,3 Years and 11 Months,33323.67739616651,paved,,City,Collector,,,,MCMILLAN ST
01KP4C8ABRD4HAB96X19RGSCVJ,{32FED5D3-D049-47D2-A3E5-4022EDE90067},BARKSDALE LN,83,B,'-2.62,asphalt,2,412.32937032384916,50,20,7 Years and 10 Months,30612.183291225767,paved,,City,Cul-de-sac,,,,
01KP4C8AC8H7Z0QMXXA0K766FE,{F0FDB763-9753-4892-BBC7-93D42F2FF1DC},OPELIKA RD,83,B,11.5,asphalt,2,317.43184834541137,100,28,10 Years and 11 Months,47133.5908785262,paved,,City,Arterial,,,2ND AV,1ST AV
01KP4C7RKNQGA8HAMSQMGM2BYX,{5FC479C5-81B5-48E4-A773-C2F25EE52D59},MALLARD LN,83,B,'-4,asphalt,2,161.15129103895427,50,20,7 Years and 10 Months,11964.204381142046,paved,,City,Local,,,DOWNS WAY,
01KP4C7RDK361ZTS62YP6DFJ7P,{C93DFD88-9AB8-40F7-AA0C-704489A670D5},BLACK SWANN RD,83,B,'-2.75,asphalt,2,458.39998240703994,50,20,7 Years and 10 Months,34032.560598624244,paved,,City,Local,,,TRUMPETER ST,COB LN
01KP4C7RGHXR9RSTKRJHGE3PB5,{72B88BC3-97AC-4DB9-8F11-51F23565639D},ROCKHOUSE FARMS RD,83,B,'-4,asphalt,2,1600.5862288156936,60,20,7 Years and 10 Months,142596.98930910864,paved,,City,Cul-de-sac,,,BRIDLEWOOD DR,
01KP4C7RJTMJKYC8TP09Y3ZBVV,{BB501FF6-FB5E-4945-9049-92698E9962D5},ATWOOD LN,83,B,'-4,asphalt,2,623.0876583397353,50,20,7 Years and 10 Months,46259.313491579785,paved,,City,Cul-de-sac,,,FLEETWOOD ST,
01KP4C7W14XCV2XHDQF9AY6B8R,{2A50E390-E3BF-4612-AEB5-8B054A8031B8},S EVERGREEN DR,83,B,0.88,asphalt,2,553.9956460675526,60,20,7 Years and 10 Months,49355.73591560876,paved,,City,Local,,,KALLIBROOKE LN,JANABROOKE LN
01KP4C7YWJCBR529B5DQDWXZDC,{9606187F-04D1-405E-AC53-B2EF80FBE08C},OLD MILL RD,83,B,10.13,asphalt,2,283.33751752320205,50,20,7 Years and 10 Months,21035.561965641216,paved,,City,Residential Collector,,,S DEAN RD,
01KP4C7W1GTDPFZ4XYAXPPGFCH,{6D5EB052-1555-41FC-AAF2-7C9C5F9E6015},WHITE OAK LN,83,B,3,asphalt,2,738.7345921911783,50,20,7 Years and 10 Months,54845.180497241075,paved,,City,Cul-de-sac,,,OGLETREE RD,
01KP4C82WAXA86J13CGSKSCRZB,{429AB1F9-6220-442C-8DB7-BB2A1331DE95},ANNALUE DR,83,B,4.55,asphalt,2,1132.4173414039115,60,20,7 Years and 10 Months,100887.60019202753,paved,,City,Collector,,,THORPE ST,BURKE PL
01KP4C7R21SXX8AM20S3F4E26A,{EF9C1697-A3FA-42B3-919A-E9BF18EAA786},WATERCREST DR,83,B,'-1,asphalt,2,797.3129422607205,24,28,10 Years and 11 Months,28413.195879534895,paved,,City,Residential Collector,,,MONTICELLO DR,BETHESDA CT
01KP4C7QXJ4MPZDH4T7GK2XC74,{DE57AFAC-5992-4AB8-BB65-B61DF85F6005},RICK DR,83,B,7.75,asphalt,2,237.73731635697797,50,20,7 Years and 10 Months,17650.108935407545,paved,,City,Local,,,BRITNEE CT,AMY CT
01KP4C82MR0CX3PBRCNWBDV9X3,{CA669A82-87A6-4E8C-BA37-568C1E272BCE},E UNIVERSITY DR,83,B,1,asphalt,2,360.1121722459718,80,20,7 Years and 10 Months,42776.75320984054,paved,,City,Arterial,,,TERRACE ACRES DR,ELKINS DR
01KP4C85JMG6Q2XAHVHRKM6DZZ,{3B5FF6C3-1405-47D8-8273-ACF656E4E6E3},ANNALUE DR,83,B,10.5,asphalt,2,332.95939797912484,60,20,7 Years and 10 Months,29663.5113180545,paved,,City,Collector,,,KALYPSO CIR,KALYPSO CIR
01KP4C7Z1Z8RZ1TQG12QSBXQK6,{BEA8719D-C3A4-4774-BD26-E931F28629DA},W MAGNOLIA AV,83,B,'-7.25,asphalt,2,427.0700420678561,50,8,3 Years and 1 Months,31706.561178759992,paved,,City,Collector,,,ANN ST,VILLAGE VIEW LN
01KP4C85HA9KQV8C9GQQ3PGRZQ,{0E1B7B93-10ED-4BAC-9E73-E510303565BE},BRIDLEWOOD DR,83,B,'-7.5,asphalt,2,1294.3163286542156,24,20,7 Years and 10 Months,46124.50322436517,paved,,City,Local,,,SHELTON MILL RD,ROCKHOUSE FARMS RD
01KP4C8AKZSD4TVE2WNFSRN20W,{7D86C18F-B9F8-4038-A1BC-692473B319D1},INNOVATION DR,83,B,'-5.5,asphalt,2,1160.3770782179695,100,20,7 Years and 10 Months,172297.57743158724,paved,,City,Local Commercial,,,PAUL PARKS LN,RILEY ST
01KP4C8AFHWK08VBZ8H18B188X,{95A54B8A-1B36-406F-8362-253B0D76496A},WEST RICHLAND CIR,83,B,2.45,asphalt,2,1270.2727314751266,50,20,7 Years and 10 Months,94307.66878241325,paved,,City,Local,,,GALLIPOLI CT,ANDERSON CT
01KP4C8AQGNGX14VZ6828W2HVW,{9186B7F8-0A87-4A2B-8208-9B7DF196CA2B},IRON ST,83,B,'-4,asphalt,2,170.60265242227203,50,20,7 Years and 10 Months,12665.89295304876,paved,,City,Local,,,DRIVER LN,
01KP4C8AB8HMW2DPGRDCK7X64Y,{AB35531B-677F-477E-A2CA-8B2F103DF2FE},MIMMS TRL,83,B,'-1.31,asphalt,2,868.2444028722472,50,22,8 Years and 7 Months,64460.25608467012,paved,,City,Local,,,RUTLAND RD,CHRISTINA LN
01KP4C82VSMB129HY386HV37QD,{3245C2EF-17BB-4AA2-A8F8-7D7A1B569170},TURN LAKE DR,83,B,0,asphalt,2,110.10383754907394,50,6,2 Years and 4 Months,8174.33609803819,paved,,City,Local,,,,
01KP4C82VNWBXHAFZWY78M3HMH,{3BB568FE-426D-46B9-8C3C-63EDB680965A},TURN LAKE DR,83,B,'-0.12,asphalt,2,433.71182409240413,50,6,2 Years and 4 Months,32199.660781526938,paved,,City,Local,,,,
01KP4C7R1CYSJV9SN7M44D3DVH,{246015BF-75BC-43A3-A720-05B18772AEB2},SAUGAHATCHEE RD,83,B,'-6,asphalt,2,190.8747122333654,60,20,7 Years and 10 Months,17005.11900559063,paved,,City,Local,,,TOWNSEND CT,SCOTTWOODS DR
01KP4C7QVVD0P78VEVSZWHW53M,{EA0C5A58-8EB3-4F5A-8C7A-56659E48B995},W MAGNOLIA AV,83,B,'-9.25,asphalt,2,336.40650753446596,50,6,2 Years and 4 Months,24975.513291517156,paved,,City,Collector,,,S DONAHUE DR,ANN ST
01KP4C7QZ9DW922P6HWPV9X3GB,{642306CC-B1CC-4328-B819-A3497DFBD6FD},YARBROUGH FARMS BLVD,83,B,2.69,asphalt,2,308.82096948656783,24,6,2 Years and 4 Months,11005.202891665138,paved,,City,Residential Collector,,,CLUB CREEK DR,
01KP4C8DRV9P1KH1VPC9W7XY9T,{C4AC50EC-7F20-4F70-9A2A-6C24DF5F9D99},,83,B,14.25,concrete,2,660.7203708949173,24,28,10 Years and 11 Months,13784.934214353638,paved,,City,Driveway,,,,
01KP4C82KJF3KTRMNEAENJET4T,{99E0B81D-64DB-44A4-B0B4-8FE4C6659DA8},WIRE RD,83,B,'-3.62,asphalt,2,181.34152202377226,80,28,10 Years and 11 Months,21541.070066938126,paved,,City,Arterial,,,,TIGERS TAIL TRL
01KP4C7Z2MMFFG6JFZKEMPJJSV,{442CFA35-EB6C-44D4-9E0F-3B3D333B993E},HEMLOCK DR,83,B,10.75,asphalt,2,552.696853931942,50,6,2 Years and 4 Months,41033.354921478975,paved,,City,Local,,,W MAGNOLIA AV,
01KP4C7QQQ1GBC1SJM25BBNS43,{AC2340E6-D830-480B-95A7-C79FF8B441CC},BINFORD DR,83,B,5.15,asphalt,2,1323.8304476460432,24,20,7 Years and 10 Months,47176.27399049489,paved,,City,Collector,,,WRIGHTS MILL RD,
01KP4C85PGWZ6WJXND0EMSK605,{1E7CDD28-1ED3-4F6D-B5B6-5A5880BBE52D},EAST LAKE BLVD,83,B,'-4.75,asphalt,2,385.40567283541174,50,20,7 Years and 10 Months,28613.312432848095,paved,,City,Local,,,GLENDALE CIR,LIVVY LN
01KP4C7W69JSVQ2E3NVEYKYKWP,{74253082-DFFB-41D4-A650-BC50580F1F58},E UNIVERSITY DR,83,B,5.75,asphalt,2,270.5905832601957,80,16,6 Years and 3 Months,32142.7252204127,paved,,City,Arterial,,,FERNDALE DR,FERNDALE DR
01KP4C7RD2AT5K87CPJR7AM9FS,{C48EE449-0139-467A-A699-66FAC46430AA},BEAVER DR,82,B,'-4,asphalt,2,594.134713965547,50,20,7 Years and 7 Months,43277.52702203009,paved,,City,Local,,,FORREST CV,BLUEBIRD DR
01KP4C7R0JPFX6H8AWC071PC39,{0FF2ECFE-D41A-425D-A747-166C8EDACA6B},RICK DR,82,B,5.75,asphalt,2,275.84221428174703,50,20,7 Years and 7 Months,20092.69716411011,paved,,City,Local,,,AMY CT,AUBIE DR
01KP4C8ACH9HE6Q6QAJ5E31NNA,{73B64D71-EA0B-40BA-B6EF-FE753F23E6D5},FINN TER,82,B,3,asphalt,2,395.75841750411047,50,28,10 Years and 8 Months,28827.545681370837,paved,,City,Local,,,SEQUOIA DR,FORREST CV
01KP4C7RHYBP11CW7PSNJBSWHJ,{22271C5D-12AB-4BE0-A389-A86DBBEFD04A},FORGE ST,82,B,'-4,asphalt,2,288.01978374794186,50,20,7 Years and 7 Months,20979.72678760802,paved,,City,Local,,,KENNESAW LN,
01KP4C7RJSKSNQSR83ZEVYHGXG,{C7ABCF95-8CDC-4C91-AD12-881E27FED4DB},HARTWOOD ST,82,B,'-4,asphalt,2,572.4511932684719,50,20,7 Years and 7 Months,41698.07183982568,paved,,City,Cul-de-sac,,,FLEETWOOD ST,
01KP4C7QRHFA5A3RM6SP8JJK9D,{19B677A4-5628-48EE-80B6-A9529F44A093},SAUGAHATCHEE RD,82,B,5.5,asphalt,2,399.78366421278275,60,20,7 Years and 7 Months,34944.8997156659,paved,,City,Local,,,SCOTTWOODS DR,EAST LN
01KP4C8DY1TJH7NMWG1F1TCBG3,{989F8898-95FF-48FF-AE03-76D3B96B1FF4},WINN DR,82,B,'-4,asphalt,2,429.9505165970486,50,20,7 Years and 7 Months,31318.141597838974,paved,,City,Local,,,FOX TRL,FOX TRL
01KP4C8AR1QVV1M4V8P8PN33WC,{F3C2E662-05EB-40D8-8BCE-88718015B76B},CHAPEL HEIGHTS DR,82,B,2.58,asphalt,2,826.9403026557372,50,20,7 Years and 7 Months,60235.38172836791,paved,,City,Local,,,FERNWOOD CIR,
01KP4C7W0KXK1JCRG3E8F7596S,{FD2AF4E3-3D14-4C46-B3E0-EDD425150478},SPRINGWOOD DR,82,B,'-1.72,asphalt,2,1104.4848896180956,50,20,7 Years and 7 Months,80452.08188027683,paved,,City,Local,,,SPRINGWOOD CT,
01KP4C7RCVF2N493KR4N11JJXF,{369B367F-E54E-4D6D-8604-3F9BF1969698},BLUEBIRD DR,82,B,'-0.19,asphalt,2,1005.2686027008517,50,20,7 Years and 7 Months,73225.04155228901,paved,,City,Local,,,FINN TER,CEDAR PL
01KP4C85ZKSGWACNY2955NDD42,{A690527E-3121-439F-A81C-A6ED76E2C422},WEATHERFORD ST,82,B,'-5.56,asphalt,2,839.5860502278862,50,20,7 Years and 7 Months,61156.51403961538,paved,,City,Local,,,GARRISON LN,WALDEN LN
01KP4C7Z2PBDWEQRR9DPEXDMST,{65B4C3F4-217A-4E5D-AE4D-05C85B067C35},N DONAHUE DR,82,B,21,asphalt,2,282.0757807584857,30,22,8 Years and 4 Months,12328.054837149433,paved,,City,Arterial,,,SPENCER AV,WESTVIEW DR
01KP4C897HV75T8ZNSVQA3RNPE,{8A5EA026-14CF-47AA-9BB2-48B2DC4A8DC5},MIMMS LN,82,B,'-2.67,asphalt,2,798.9610214376614,50,20,7 Years and 7 Months,58197.335355197276,paved,,City,Local,,,DEEVES LN,PAM ST
01KP4C7RB72FY2HW9BKZK1SE0X,{B94E42E7-9674-475B-9CB1-F59CA2462993},YARBROUGH FARMS BLVD,82,B,3,asphalt,2,272.1561066494711,24,6,2 Years and 3 Months,9515.614273633699,paved,,City,Residential Collector,,,CLUB CREEK DR,
01KP4C8E5P1DEC6YGH92HK9J5D,{AFAB5C86-B604-4191-995E-8B9C44A785C2},YARBROUGH FARMS BLVD,82,B,3,asphalt,2,374.571057725686,60,6,2 Years and 3 Months,32741.077788631872,paved,,City,Residential Collector,,,WHISTLING STRAITS DR,BIRDIE LN
01KP4C8A8GVQ5Y7CCH7SDHJ91S,{B405B8E9-DD88-439D-8C1E-2410EEC88D06},MIMMS TRL,82,B,1.75,asphalt,2,436.2234304335974,60,20,7 Years and 7 Months,38130.082328757686,paved,,City,Local,,,PAM CIR,PAM CIR
01KP4C7RJ893WH1QY0WZ2PZKXF,,ANNEX ST,82,B,'-4,asphalt,2,1622.2023984657828,100,20,7 Years and 7 Months,236326.56528760243,paved,,City,Local Commercial,,,MCLOWERY ST,
01KP4C82FMTVQTM97D45N3AMK2,{72ED7F6A-8C32-4398-9BB2-631AA670FEDC},WHATLEY RD,82,B,'-2.67,asphalt,2,340.896783645735,60,20,7 Years and 7 Months,29797.62552667196,paved,,City,Local,,,COMMERCE DR,
01KP4C7ZJ9ZR5BC6ZF0XDH3XA6,{87AC5BCB-BE2F-4906-927E-159204AC444C},VFW RD,82,B,'-3.12,asphalt,2,288.6540965828214,60,20,7 Years and 7 Months,25231.11712797271,paved,,City,Residential Collector,,,DRESDEN LN,
01KP4C8DQB63F8YD3T31N6AKRT,{DDA4FFD8-5C49-43ED-8EFB-3EE52C6EA101},S DONAHUE DR,82,B,'-2,asphalt,2,576.1249275298063,60,6,2 Years and 3 Months,50358.80557017678,paved,,City,Arterial,,,S COLLEGE ST,
01KP4C8392PF63MWPA88C7NH61,{189A4E77-A718-4949-93C9-A53CDAB366B4},TUSCANY HILLS DR,82,B,12,asphalt,2,27.979302761215276,24,20,7 Years and 7 Months,978.2630123521286,paved,,City,Residential Collector,,,QUARRY PL,QUARRY PL
01KP4C8A8WD54MWT3BPBPSZSAC,{6C250B7C-F629-4F18-B360-5136C8E54960},INNOVATION DR,82,B,6.42,asphalt,2,791.6635077851937,100,20,7 Years and 7 Months,115331.55038813503,paved,,City,Local Commercial,,,RILEY ST,WEST TECH LN
01KP4C861N9QAXBB9ZBJN4CYCG,{F595C302-6A6F-4510-AE84-EA089B01704A},DEEVES LN,82,B,'-4,asphalt,2,158.68543817751413,30,20,7 Years and 7 Months,6935.3092933010685,paved,,City,Alley,,,MIMMS LN,EARLS LN
01KP4C8A8W6AC5YA0DH2EBW6M1,{DD7196C6-47C2-4666-B7F7-960BD9C9F000},MIMMS TRL,82,B,'-6.37,asphalt,2,981.8225675956844,60,30,11 Years and 5 Months,85820.64309898276,paved,,City,Local,,,WESTOVER ST,BROOKSHIRE CT
01KP4C8AAQTA7FEQDEY2Q3R914,{7408A245-A744-4CAB-8FF9-132FF993C035},TALON CT,82,B,'-4,asphalt,2,421.0868765038483,50,20,7 Years and 7 Months,30672.502798034286,paved,,City,Cul-de-sac,,,S COLLEGE ST,
01KP4C8ABNQ314MK4HYHC13KMR,{E79E1130-4527-4EF8-A425-D43358F3EE57},DUNKIRK CIR,82,B,3.3,asphalt,2,633.6554172188852,50,20,7 Years and 7 Months,46156.26523202324,paved,,City,Local,,,,DUNKIRK CT
01KP4C8DY293QVT45PSPEF4F3M,{0E075EA9-62AF-481B-B324-B23F49443121},FOX TRL,82,B,'-4,asphalt,2,121.62265006619154,50,20,7 Years and 7 Months,8859.148272281795,paved,,City,Local,,,,WINN DR
01KP4C8DY2K5DTBBVSQYZX8M49,{E7128CCD-1726-434A-B1B9-12BF94E49B24},FOX TRL,82,B,'-4,asphalt,2,120.49489991344579,50,20,7 Years and 7 Months,8777.001519092106,paved,,City,Local,,,WINN DR,
01KP4C8E5HAMTV9DHKFNR9PDFW,{C083CE5B-A580-4057-A2A3-0C1A54E4484E},TIGER LILY DR,82,B,'-4.35,asphalt,2,1828.8792625401195,50,20,7 Years and 7 Months,133217.88786978743,paved,,City,Local,,,KENAI PASS,STILLWATER DR
01KP4C7YYEA5AC37JJJ4J5J4T8,{7B580C8A-E79A-404A-9DE5-5ABDB24A7FA7},E UNIVERSITY DR,82,B,'-4.75,asphalt,2,532.6907083964685,80,20,7 Years and 7 Months,62082.98821159094,paved,,City,Arterial,,,BLAKE ST,HARDWOOD ST
